,isComment,tweet_id,text,date,username,retweeted_status,retweet_count,likes,comments,comments_ids
1427239295484637187,False,1427239295484637187,@RachelSHewitt Thank you so much!  Please dm me!,2021-08-16 12:02:19+00:00,EveMayerMedia,False,0,0,{'number of replies found': 0},[]
1425162459355176965,False,1425162459355176965,Hiring? I have a past #Assistant who is smart with 2 years virtual assistant experience. She is a single Mom with a… https://t.co/8ys7mBkpwb,2021-08-10 18:29:43+00:00,EveMayerMedia,False,0,9,{'number of replies found': 0},[]
1425155040499671040,False,1425155040499671040,"@cherble2010 Ahhh, thank you Rockstar!",2021-08-10 18:00:14+00:00,EveMayerMedia,False,0,1,{'number of replies found': 0},[]
1424554785294979073,False,1424554785294979073,"Ohhhhh, I do better when I focus on one giant goal at time!

Only took me 47 years to get here.",2021-08-09 02:15:02+00:00,EveMayerMedia,True,1,9,{'number of replies found': 0},[]
1423774840075476993,False,1423774840075476993,@Annette41954170 @VHGHotels @Marriott I hear that! It feels so good to help kind people!,2021-08-06 22:35:48+00:00,EveMayerMedia,False,0,1,{'number of replies found': 0},[]
1422993026146787329,False,1422993026146787329,Just had a wonderful experience on the phone with Tenisha at the front desk of the Kinley hotel in Cincinnati who w… https://t.co/RYFSSbProo,2021-08-04 18:49:10+00:00,EveMayerMedia,False,0,6,{'number of replies found': 0},[]
1422357075636654080,False,1422357075636654080,@Annette41954170 You both sound like groovy people!,2021-08-03 00:42:07+00:00,EveMayerMedia,False,0,1,{'number of replies found': 0},[]
1422251380908113925,False,1422251380908113925,Have you thanked your employee lately for doing an outstanding job?,2021-08-02 17:42:08+00:00,EveMayerMedia,False,0,10,{'number of replies found': 0},[]
1420898227323392007,False,1420898227323392007,"Bereavement days are for the living. Not for the dead. 

Stop prescribing exact number of days off needed for an em… https://t.co/j6aErqfN6g",2021-07-30 00:05:11+00:00,EveMayerMedia,True,3,18,{'number of replies found': 0},[]
1419744731832197120,False,1419744731832197120,@normalgutz Yeah I hear that. It is possible I am discovering my lazy side in this journey of self exploration.,2021-07-26 19:41:36+00:00,EveMayerMedia,False,0,0,{'number of replies found': 0},[]
1419725102061703175,False,1419725102061703175,"Ive decided to work less and watch more tv. 

The chances of success in this seem high.",2021-07-26 18:23:36+00:00,EveMayerMedia,True,1,12,{'number of replies found': 0},[]
1419658455724482564,False,1419658455724482564,I kinda like getting older,2021-07-26 13:58:46+00:00,EveMayerMedia,False,0,12,{'number of replies found': 0},[]
1418759971488116736,False,1418759971488116736,RT @jdoles99: Thank you @EveMayerMedia and the Diversity Crew for hosting such a wonderful event! https://t.co/mBXQd2wGSW,2021-07-24 02:28:31+00:00,EveMayerMedia,True,1,0,{'number of replies found': 0},[]
1418537894248079364,False,1418537894248079364,Our first in person event for Diversity Crew is today in Rochester Minnesota and I'm so excited. The local news  ev… https://t.co/JUqDCNdDds,2021-07-23 11:46:03+00:00,EveMayerMedia,True,2,4,{'number of replies found': 0},[]
1416914955027222529,False,1416914955027222529,@djhornsby You are better than good. You are the best!,2021-07-19 00:17:04+00:00,EveMayerMedia,False,0,2,{'number of replies found': 0},[]
1416827352370266114,False,1416827352370266114,"@ubathediplomat Proud of you taking care of that precious mind. Im in therapy too, taking care of mine.",2021-07-18 18:28:58+00:00,EveMayerMedia,False,0,1,{'number of replies found': 0},[]
