id,name,date,text,comments,retweet_count
1441002838453260289,Scott Stratten,2021-09-23 11:33:43+00:00,@mtravelandphoto Great episode!,[],0
1440387596333445127,Scott Stratten,2021-09-21 18:48:58+00:00,@HBENJAMIN 😄😄😄 thank-you!,[],0
1439213987804155913,Scott Stratten,2021-09-18 13:05:28+00:00,RT @sairarahman: It’s amazing how I can go from being interviewed about things I’ve done as a woman of color in the afternoon to an evening…,[],27
1445489503410409473,Alison,2021-10-05 20:42:08+00:00,"RT @OmayraIssa: As a Black woman journalist who continues to be viciously cyber attacked, I think recent statements from news organizations…",[],47
1445467522346610690,Alison,2021-10-05 19:14:47+00:00,RT @farrahsafiakhan: Good morning to fellow child sexual abuse survivors. The news coming out today (and sometimes it feels like every day)…,[],17
1445404378316386308,Alison,2021-10-05 15:03:52+00:00,@KarenLawford Could I email it to you?,[],0
1445094946789339165,Alison,2021-10-04 18:34:18+00:00,"RT @northstoryco: If you’re a business or Content Creator or both, this is your monthly reminder to diversify your social media presence an…",[],2
1445094557432098817,Alison,2021-10-04 18:32:45+00:00,RT @birgitomo: I want to say that I am super proud of the 4 teenagers who took their covid shots unbeknownst to their anti-vax mum who is a…,[],272
1445094156498579470,Alison,2021-10-04 18:31:10+00:00,RT @Twitter: hello literally everyone,[],591702
1445093187526217736,Alison,2021-10-04 18:27:19+00:00,"RT @NahanniFontaine: Today, October 4, is the Missing and Murdered Indigenous Women and Girls Honouring and Awareness Day officially in Man…",[],163
,,,,,
,,,,,
,,,,,
357563755963482113,Samir Balwani,2013-07-17 18:13:37+00:00,Trying ever so hard to get my lost luggage from United Airlines. Anyone have any tricks? Avni's wedding dress was in the bag.,[],1
347354457455095808,Samir Balwani,2013-06-19 14:05:30+00:00,The Pour Over Coffee Trend http://t.co/ZwoCqJPClL via @cafefanatic,[],0
341914730367172609,Samir Balwani,2013-06-04 13:49:58+00:00,Woahhh weird http://t.co/Sj1cSVkPbQ,[],0
341317864835395584,Samir Balwani,2013-06-02 22:18:15+00:00,How WordPress Could Help Your Small Business - http://t.co/PzSL93NLWK via @sitefox,[],0
340611641962004482,Samir Balwani,2013-05-31 23:31:58+00:00,So it begins... #samirandavni http://t.co/wywgqouNnP,[],0
339918235094876160,Samir Balwani,2013-05-30 01:36:37+00:00,RT @bill_slawski: Important Clarifications On Removing Content From Google http://t.co/kEOp1rBBZm via @rustybrick,[],6
339917963308175362,Samir Balwani,2013-05-30 01:35:32+00:00,Been awhile since I cleaned up who I'm following. Glad I just did that...,[],0
339916939566673920,Samir Balwani,2013-05-30 01:31:28+00:00,We're working on adding new content to the SiteFox platform. Want to see what's planned? Check it out here: http://t.co/KCanqfefxG,[],0
339410781357617152,Samir Balwani,2013-05-28 16:00:10+00:00,How WordPress Could Help Your Small Business - http://t.co/f8PvHxf8Q7,[],0
339350062306045952,Samir Balwani,2013-05-28 11:58:54+00:00,How WordPress Could Help Your Small Business - http://t.co/kZw3TC0ixW,[],0
1445399002044846088,Meghan Peters,2021-10-05 14:42:30+00:00,The story behind the Trust Your Decisions Campaign and @wsj's growth to 3.4M members. https://t.co/khEOo4Docy,[],0
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
1445155265360416773,Facebook,2021-10-04 22:33:59+00:00,To the huge community of people and businesses around the world who depend on us: we're sorry. We’ve been working h… https://t.co/UcwioKQ3o0,[],5907
1445119312507768844,Facebook,2021-10-04 20:11:07+00:00,RT @schrep: *Sincere* apologies to everyone impacted by outages of Facebook powered services right now.  We are experiencing networking iss…,[],12534
1445061804636479493,Facebook,2021-10-04 16:22:36+00:00,We’re aware that some people are having trouble accessing our apps and products. We’re working to get things back t… https://t.co/SDkXC4H3ji,[],47447
1443325952696651782,Facebook,2021-09-29 21:24:57+00:00,RT @facebookapp: Want to hear something Reel-y cool? Today we’re launching Reels on Facebook in the US! Take your creativity to the next le…,[],177
1443210198244491264,Facebook,2021-09-29 13:44:59+00:00,"@FreewheelinUSA Hey, Pamela. So glad to hear you love your Portal! The best place to seek help with your Portal dev… https://t.co/ynaeG2bLEe",[],2
1441849286761742336,Facebook,2021-09-25 19:37:12+00:00,"@crzysxycooI mentally, i'm still watching that 😍",[],1
1441849109762035714,Facebook,2021-09-25 19:36:30+00:00,"@itsreallykita RTT really said ""take accountability"" and we're here for it! 👏",[],0
1441848949195694083,Facebook,2021-09-25 19:35:52+00:00,@Coneshaevans we're taking notes! 📝,[],0
1441433813909860353,Facebook,2021-09-24 16:06:16+00:00,"When we come together to combat climate change, we can make an even greater impact. Join one of the 18,000 environm… https://t.co/dc4F3sPBwQ",[],24
1441070315308650502,Facebook,2021-09-23 16:01:51+00:00,Doing your part to protect the planet can start with a simple change like buying from an eco-friendly business on I… https://t.co/yiQqXZZiIo,[],24
1445478991566045186,Social Good,2021-10-05 20:00:21+00:00,"""It rings hollow. You're not gonna play us like that.""  https://t.co/RBzfZ2PMZ5",[],0
1445342274917998593,Social Good,2021-10-05 10:57:06+00:00,Student activist groups have adapted to the changing world and are heading back into the school year with new lesso… https://t.co/ROq2AViLLa,[],0
1445327976250363905,Social Good,2021-10-05 10:00:17+00:00,"From non-monogamy to period shame to STIs, 'The Sex Agenda' examines subjects thorough the eyes of marginalised gro… https://t.co/N2Qd4NACNa",[],0
1445252471291588610,Social Good,2021-10-05 05:00:15+00:00,Is your city testing a basic income? https://t.co/GXIrjAg73o,[],1
1445117038096228354,Social Good,2021-10-04 20:02:05+00:00,Food-sharing initiatives can help battle food insecurity from the bottom up.  https://t.co/yyGsN6rSim,[],2
1444890072449486853,Social Good,2021-10-04 05:00:12+00:00,"Decades of progress on poverty reduction have ended, thanks to 2020. But a historic success story isn't over yet.  https://t.co/KsgfcaDCOi",[],0
1444754170159017984,Social Good,2021-10-03 20:00:11+00:00,Climate justice can't happen without racial justice. Here are some organizations that are working on changing the w… https://t.co/e2sZSwwwSI,[],0
1444716401416101893,Social Good,2021-10-03 17:30:06+00:00,Let's talk about the elephant in the womb.  https://t.co/Va22jyMs6T,[],0
1444603166973177856,Social Good,2021-10-03 10:00:09+00:00,Let's talk about the elephant in the womb.  https://t.co/m1LG7NVNzB,[],1
1444527647426494465,Social Good,2021-10-03 05:00:03+00:00,"How to be happy? The answer is more precise, and more awkward, than you might imagine.  https://t.co/pCbPtXpbYO",[],0
1445518631010332672,Mashable,2021-10-05 22:37:52+00:00,"""Each bear faces its own challenges in order to gain the body mass necessary to survive.""  https://t.co/KtQ8TwmesQ",[],1
1445515894197825536,Mashable,2021-10-05 22:27:00+00:00,These skateboard wheels look...different https://t.co/6zEi5V9xlU,[],4
1445510861104328704,Mashable,2021-10-05 22:07:00+00:00,These wearable decals are basically a customizable reflective safety vest https://t.co/fGjKqkxUvd,[],5
1445505576214020100,Mashable,2021-10-05 21:46:00+00:00,This smart LED helmet could make riding motorcycles safer https://t.co/EvJlUMkkED,[],3
1445501591478431744,Mashable,2021-10-05 21:30:10+00:00,"At the Disney World Star Wars hotel, you'll be able to play with a retractable lightsaber. But don't plan any life-… https://t.co/NU9iY8Vv8S",[],2
1445500543107883016,Mashable,2021-10-05 21:26:00+00:00,Quit snoring with this...pillow? https://t.co/dS0UWAb9mR,[],4
1445495258591023109,Mashable,2021-10-05 21:05:00+00:00,"This vest claims it can read your dog's emotions...like, sure, OK https://t.co/mwyIRaLWMt",[],5
1445492490010779648,Mashable,2021-10-05 20:54:00+00:00,"Robots are now sweating, just like humans https://t.co/mZ97Hw5fsi",[],8
1445487457005277187,Mashable,2021-10-05 20:34:00+00:00,This laptop case is basically a portable desk https://t.co/s77wd2ZjAt,[],9
1445486489651986444,Mashable,2021-10-05 20:30:09+00:00,Oops.  https://t.co/4xyEYzWzmS,[],6
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
1445476963733295108,SXSW,2021-10-05 19:52:18+00:00,"Experience unparalleled discovery, learning, professional development, and networking with creatives from around the world at #SXSW 2022.",[],2
1445441237457113089,SXSW,2021-10-05 17:30:20+00:00,"Performing at #SXSW isn't just an opportunity to get your music in front of an audience, it's also a chance to lear… https://t.co/dywLHGTftF",[],5
1445135393976893447,SXSW,2021-10-04 21:15:01+00:00,"The #SXSW red carpet is waiting for you! The Second Deadline for SXSW Film Festival Submissions is tomorrow, Octobe… https://t.co/tfCNA4lMSk",[],4
1445083804696293379,SXSW,2021-10-04 17:50:02+00:00,"Join us for the 2022 #SXSW Conference &amp; Festivals in Austin, Texas! https://t.co/7IzCxLF6FC",[],27
1443607293816418314,SXSW,2021-09-30 16:02:54+00:00,"Additionally, we are looking for more ways that SXSW can make an impact and help change the makeup of Texas politic… https://t.co/hWpUvTRaoe",[],16
1443607291069149188,SXSW,2021-09-30 16:02:53+00:00,"We are making donations to Planned Parenthood, the Lilith Fund, and Fair Fight, and will be reaching out to these o… https://t.co/VJOjUC8alf",[],8
1443607288560996353,SXSW,2021-09-30 16:02:53+00:00,"Austin is part of SXSW’s DNA, and we are committed to staying and fighting alongside the people who have made us wh… https://t.co/EcsxQjTtqd",[],11
1443607284345606150,SXSW,2021-09-30 16:02:52+00:00,SXSW leaving Austin would economically damage the city much more than it would the state. Much of the economic impa… https://t.co/Px2YxSLtHi,[],5
1443607282210775042,SXSW,2021-09-30 16:02:51+00:00,And they certainly do not reflect the progressive views held by many in Austin. (7/11),[],5
1443607278943363074,SXSW,2021-09-30 16:02:50+00:00,We hear the calls for us to leave the state that we have called home for more than 30 years. These grievous bills d… https://t.co/edAV8BTUgx,[],11
