id,date,text,retweet_count
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Francisco Inchauste,2021-09-17 12:09:56+00:00,Looking for a few more. Big thanks to those who signed up! https://t.co/VySZjnusAO,0
Francisco Inchauste,2021-09-17 01:42:13+00:00,"@RianVDM I saw that, thank you!",0
Francisco Inchauste,2021-09-16 17:14:30+00:00,Hello good people 👋 A friend and I are starting a product design newsletter called: One More Thing. A nod to our de… https://t.co/XW2t7rBWya,0
Francisco Inchauste,2021-06-12 00:10:22+00:00,RT @CraigWeekend: https://t.co/2hzoHCFLgt,33621
Francisco Inchauste,2021-06-11 13:40:46+00:00,RT @joebernard: I'm about to release a project I've been working on. It's an iPhone app focused on casual photography and video. I could us…,1
Francisco Inchauste,2021-06-09 13:09:12+00:00,@mar15sa Good observation. I’ve worked remotely for years and forgot about this. Being an introvert and doing extro… https://t.co/8ujeqkXEpQ,0
Francisco Inchauste,2021-06-08 15:56:00+00:00,"When I click on an article and end up on a product's blog, I don't like the feeling that I've been suckered into th… https://t.co/6nzJ8QYJ7E",0
Francisco Inchauste,2021-06-07 22:18:02+00:00,@JanelSGM Agree! I also think removing parts of social media also helps. I recently did this: https://t.co/IBoccolrUS,0
Francisco Inchauste,2021-06-07 21:37:16+00:00,Worked so well that I think I’ll do this for other platforms.,0
Francisco Inchauste,2021-06-07 21:37:16+00:00,"I’m adding things back in *only* if there is some value. Honestly, it’s so much better and I feel back in control.",0
Francisco Inchauste,2021-06-07 21:37:15+00:00,"My connections are still there, but no more FOMO or feeling more imposter syndrome (than the normal amount) because… https://t.co/KZQgRJVp8q",0
Francisco Inchauste,2021-06-07 21:37:15+00:00,"I figured out how to make LinkedIn much better (less FOMO and imposter syndrome, more value.)

I unfollowed *everyt… https://t.co/2SpzvtBo1S",0
Francisco Inchauste,2021-05-29 18:29:40+00:00,RT @neilsardesai: Lol imagine if files and folders got heavier the bigger they get https://t.co/M9901YrJuK,3999
Francisco Inchauste,2021-05-28 21:30:27+00:00,P.S. I didn’t make up the term 'tooler.' The first time I saw it was in a blog post by @Vonster (a long time ago).,0
Francisco Inchauste,2021-05-28 21:30:27+00:00,I think it’s interesting to consider what would happen if we shifted from being toolers to thinkers and taught peop… https://t.co/BPMt3lRf5v,0
Francisco Inchauste,2021-05-28 21:30:27+00:00,"My hypothesis is that if I were to examine (for example) how product design is taught, you would find it’s mostly w… https://t.co/0qWxHJVJIX",0
Francisco Inchauste,2021-05-28 21:30:26+00:00,The tech and design industry has an obsession with tools because we build a lot of tools for other people. An effec… https://t.co/OjBKVMvkl1,0
Francisco Inchauste,2021-05-28 21:30:26+00:00,"When you are mostly focused on the tools of the trade, you are limiting the kinds of problems you are able to solve… https://t.co/E9cEuU21k6",0
Francisco Inchauste,2021-05-28 21:30:26+00:00,"I don’t have a good definition of what I would bundle under thinking yet, but I would see it similar to how Charlie… https://t.co/9dMRt2RLj0",0
Francisco Inchauste,2021-05-28 21:30:26+00:00,"A tool can be defined here as an app (@figmadesign,  @ProtoPieApp, @InVisionApp), framework (@tailwindcss, @reactjs… https://t.co/sZKCAoJxLX",0
Francisco Inchauste,2021-05-28 21:30:25+00:00,"Something I’ve been thinking about: 

We all begin as a tooler (a tool reliant person—sometimes getting stuck there… https://t.co/2UvT6LoLsd",0
Francisco Inchauste,2021-05-28 18:25:12+00:00,@drewwilson https://t.co/quchjsuJTn,0
Francisco Inchauste,2021-05-28 01:03:11+00:00,@amyhoy Sí!,0
Francisco Inchauste,2021-05-28 00:53:44+00:00,"@SethCoolen The best definition I've heard is: A design system is design + code + documentation. 

Many people buil… https://t.co/EFDXniE75t",5
Francisco Inchauste,2021-05-25 18:21:15+00:00,"I've noticed a number of people using the word ""crisp"" in meetings lately in place of ""clear."" Is this a thing?",0
Francisco Inchauste,2021-05-23 22:37:05+00:00,"A great way to think about yes vs. no:

""Saying no saves you time in the future. Saying yes costs you time in the f… https://t.co/H1m3lm3X9g",1
Francisco Inchauste,2021-02-24 02:02:53+00:00,@conroydave No.,0
Francisco Inchauste,2021-02-19 21:15:49+00:00,@odannyboy This is what you get when you try to fix the result of the problem instead of the actual cause of it.,0
Francisco Inchauste,2021-02-19 17:22:12+00:00,"Cancelled @Spotify premium &amp; found that the ad engine assumes things about me based on my name. Primarily, it serve… https://t.co/u8ygt8WtXO",0
Francisco Inchauste,2020-11-20 00:11:14+00:00,@jzy They probably did. No one likes change. But I think the point (of that article and quote) is that they are not… https://t.co/jdbKlhWtsE,0
Francisco Inchauste,2020-11-19 20:23:58+00:00,https://t.co/bXCiSS3OgW,0
Francisco Inchauste,2020-11-19 20:23:40+00:00,"“There's a long history of platforms coming up with ideas that no one asked for ... ‘And we should ask, is this bec… https://t.co/mlcfyZX5NY",1
Francisco Inchauste,2020-11-19 17:51:57+00:00,@_davidtucker_ BetterSnapTool https://t.co/PCV5A7vsnw,0
Francisco Inchauste,2020-11-17 18:23:28+00:00,"@RianVDM I respect your decision, but it’s a shame we can’t continue to enjoy your great writing. Anyone can blindl… https://t.co/A4qywdrlnC",0
Francisco Inchauste,2020-11-10 18:44:20+00:00,The Apple Events are probably the most profitable infomercials in history. https://t.co/EOYMg1MwAV,0
Francisco Inchauste,2020-11-10 18:31:47+00:00,Apple is definitely stealing tech from aliens. #AppleEvent,0
Francisco Inchauste,2020-11-05 15:39:36+00:00,👏 https://t.co/CYs8IrqHDT,0
Francisco Inchauste,2020-11-04 16:53:47+00:00,"@corbpage We’re a fresh water penninsula, so we’re not that bad 😬",0
Francisco Inchauste,2020-11-04 16:52:14+00:00,@RianVDM I will accept that on behalf of my state.,0
Francisco Inchauste,2020-11-03 00:30:11+00:00,@charlespattson Everything’s good here. We’re fine. https://t.co/n8Dy7D8Bvw,0
Francisco Inchauste,2020-11-02 02:55:51+00:00,@jasonogle I’ve always thought that they felt a bit horoscope-y.,1
Francisco Inchauste,2020-10-31 00:14:08+00:00,@almahoffmann @moleskine I feel the same way about notebooks/journals,0
Francisco Inchauste,2020-10-31 00:11:29+00:00,@richardgunther https://t.co/xWfHTOFRNc,0
Francisco Inchauste,2020-10-30 18:39:05+00:00,👋 https://t.co/S4PVkxTl9o,0
Francisco Inchauste,2020-10-30 00:06:56+00:00,Best thread of the day. https://t.co/eRaiXbleUO,0
Francisco Inchauste,2020-10-29 20:33:57+00:00,Thanks all!,0
Francisco Inchauste,2020-10-29 13:37:48+00:00,What’s the best content editing or CMS interface you’ve used? Looking for examples that offer flexibility without an overwhelming interface.,0
Francisco Inchauste,2020-10-29 13:30:51+00:00,@corbpage @discord https://t.co/u8yDKzXmhH,0
Francisco Inchauste,2020-10-29 13:28:18+00:00,"@RianVDM I remember reading about this. It’s pretty impressive because it looks legit, yet unnatural, as you said.",0
Francisco Inchauste,2020-08-18 15:05:10+00:00,👋 Today we launched DSM 2.0! It's been many months in the making and I've enjoyed working on it with the team. It's… https://t.co/PuMIdv4T4I,0
Francisco Inchauste,2020-07-03 03:40:07+00:00,"RT @InVisionApp: “Imagine a book that, if you were to directly put its contents into your brain (The Matrix-style), you would level-up to a…",1
Francisco Inchauste,2020-06-11 03:08:26+00:00,@bclinkinbeard Thanks! I told him to keep at it and he could animate for Pixar one day. A slightly violent version of it...😬,0
Francisco Inchauste,2020-06-11 03:04:34+00:00,"@BrianYerkes Thanks - Haha, the plots and dialogue he comes up with always surprise me.",0
Francisco Inchauste,2020-06-10 17:15:19+00:00,👋 My son loves making stop motion Lego animations and I thought I would share some of his work. If you have kids th… https://t.co/FLRRFw6DcW,0
Francisco Inchauste,2020-06-03 22:38:29+00:00,@joe4ce https://t.co/V1TRUXGNOk,0
Francisco Inchauste,2020-03-24 14:24:56+00:00,@nmackend @alissamarie Np! She’s been updating everyday to add more.,0
Francisco Inchauste,2020-03-19 15:34:07+00:00,RT @InVisionApp: Working remotely as a design team and looking for tips and best practices? Join us today at 12pm ET for a live Zoom chat (…,9
Francisco Inchauste,2020-03-16 21:11:06+00:00,RT @pahlkadot: Share this video. Save lives. https://t.co/zHBgMDTbDi,54
Francisco Inchauste,2020-03-16 18:05:39+00:00,@boymommx2 My wife put these homeschool tips and sample schedule together to get parents through the coming weeks.… https://t.co/Ar6aBsDRG6,0
Francisco Inchauste,2020-03-16 18:01:22+00:00,@alissamarie My wife put these homeschool tips and sample schedule together to get parents through the coming weeks… https://t.co/r76bxdqsJs,1
Des Traynor,2021-10-06 23:30:56+00:00,@Ryan365Apps @tylertringas @intercom https://t.co/wXDplotljK,0
Des Traynor,2021-10-06 20:25:40+00:00,"@getmatterapp Congrats, fantastic product",0
Des Traynor,2021-10-06 19:50:12+00:00,"@im_phil_byrne @jstrauss @nickoneill @intercom This is true, we have 11 Phils on staff, 24/7",0
Des Traynor,2021-10-06 17:22:44+00:00,@jstrauss @intercom Thanks!!,0
Des Traynor,2021-10-06 08:56:39+00:00,@eflow_freeflow Your website used to be good and make sense. What's going on here? (Your live chat is also broken) https://t.co/HdUP62V0Gq,0
Des Traynor,2021-10-05 19:51:31+00:00,"@jdrumgoole @nouvation @stephenkinsella @BrianCVC @techireland @IVCA_ie (Side note: would be class to have this whole 
chat over cocktails)",0
Des Traynor,2021-10-05 19:51:01+00:00,"@jdrumgoole @nouvation @stephenkinsella @BrianCVC @techireland @IVCA_ie Debatable, see Brian’s reply.",0
Des Traynor,2021-10-05 19:40:48+00:00,@stephenkinsella @nouvation @jdrumgoole @BrianCVC @techireland @IVCA_ie For early stage funding I’d typically look… https://t.co/wXMrlatuUB,0
Des Traynor,2021-10-05 19:09:15+00:00,@nouvation @stephenkinsella @jdrumgoole @BrianCVC @techireland @IVCA_ie Just so we don’t lose the primary questions… https://t.co/osTrAoOhEK,0
Des Traynor,2021-10-05 12:48:24+00:00,@BrianCVC @techireland @IVCA_ie Would love to grab a coffee and chat more about this (vs a Twitter ping pong).,0
Des Traynor,2021-10-04 12:43:12+00:00,"@BrianCVC I get you, and would love to sharpen this discussion...
1. What authoritative source can we use to measur… https://t.co/PnzUQYUC6n",0
Des Traynor,2021-10-04 08:29:07+00:00,"@BrianCVC I find all IVCA funding stuff really hard to get a grip on. Its endless flip flopping. 

Are you saying t… https://t.co/s2PHGMYhGi",0
Des Traynor,2021-09-30 19:34:36+00:00,"@real_evilal @adrianweckler Correct, my mistake.",0
Des Traynor,2021-09-30 13:25:44+00:00,"@iASpeaker Just send me the invoice. I don't know what it is, or what it does, but I'm in.",0
Des Traynor,2021-09-30 10:41:52+00:00,@angionata @MarioBerky @realBobbyHealy @davidmcw My point is that to *scale* a startup you need experienced leaders… https://t.co/OESildKUhf,0
Des Traynor,2021-09-30 10:38:51+00:00,"@adrianweckler Totally fine to do, I ordered a bunch off https://t.co/6i0Vhex3AH and use them occasionally for peace of mind.",0
Des Traynor,2021-09-29 21:32:01+00:00,"@angionata @MarioBerky @realBobbyHealy @davidmcw Startups also need to go beyond 0→1 though, and if we want them to… https://t.co/vFGB8Zrn2l",0
Des Traynor,2021-09-29 21:00:08+00:00,13.5 years later this is still very true.,0
Des Traynor,2021-09-29 19:47:40+00:00,@kevmcb14 @royaloakd8 Belter,0
Des Traynor,2021-09-29 13:27:03+00:00,@michaelvillar @height_app @ttunguz @redpointvc Congrats!,0
Des Traynor,2021-09-29 08:49:31+00:00,@prendio2 Seriously. What the hell were they thinking?,0
Des Traynor,2021-09-28 21:29:39+00:00,"@timyoung @Dropbox They look like *great* additions, congrats to teams who worked on them.",0
Des Traynor,2021-09-25 19:51:37+00:00,@sloanerdog Crunch on Polk was always decent for me,0
Des Traynor,2021-09-24 20:57:54+00:00,@Cianomaidin @realBobbyHealy Well there’s only ever been ~5 so we could be waiting a while.,0
Des Traynor,2021-09-24 20:20:15+00:00,"@realBobbyHealy What’s your definition of “Ireland producing”? 

Do you want to see a $1T company on the ISEQ?",0
Des Traynor,2021-09-24 18:40:30+00:00,"@kamilrextin @AndrewAllsop @JGshort Thanks Kamil, I’m bullish on us too :)
 
Our thinking was always about what’s t… https://t.co/qbvWj2HeLD",0
Des Traynor,2021-09-23 19:33:44+00:00,"@johnpeavoy Very sorry to hear that John, great dogs, and you gave them great lives",0
Des Traynor,2021-09-23 13:29:59+00:00,@dogpatchlabs @ycombinator @NDRC_hq Excellent work,0
Des Traynor,2021-09-22 22:31:08+00:00,@mojombo Of course :-),0
Des Traynor,2021-09-22 19:36:24+00:00,"@mojombo Can you settle this for once and for all…
Is it JitHub or GitHub?",0
Des Traynor,2021-09-22 17:54:46+00:00,"RT @brian_donohue: 🎊A HUGE update to our @intercom Messenger today. It's a totally revamped experience that includes first-class search, fu…",6
Des Traynor,2021-09-21 19:55:58+00:00,@bhalligan Isn’t that Marshall Goldsmith? https://t.co/DyndvID49O,0
Des Traynor,2021-09-21 17:27:02+00:00,"@mijustin There’s a few related problems they solve that do help

* UI confusion (poor blank slate)
* Motivational… https://t.co/AHTCBJt4gw",0
Des Traynor,2021-09-21 17:02:28+00:00,"@mcadonofrio @BessemerVP Great article, note a html barf here https://t.co/FE4PQpg4Jg",1
Des Traynor,2021-09-21 11:02:31+00:00,@mattnhodges Happy birthday!!!,0
Des Traynor,2021-09-19 19:38:06+00:00,"@Austen * here’s how to search

👆 most essential one imho",0
Des Traynor,2021-09-19 18:56:42+00:00,@cianmaher0 https://t.co/cUetR7Id0A,0
Des Traynor,2021-09-17 13:02:14+00:00,@adrianweckler Was great to chat about something other than soccer for a change :-),0
Des Traynor,2021-09-16 12:59:29+00:00,"@OoTheNigerian Totally agree but I'd love to hear Roy speak on tactics a bit. 

I think his critics would say he do… https://t.co/lfFszZkVDG",0
Des Traynor,2021-09-16 09:27:45+00:00,"@MangoDassle @realBobbyHealy It’s just pure snobbery, they tend to overlook Persian cuisine in general, and I bet t… https://t.co/ZDaWx6YNgG",0
Des Traynor,2021-09-15 20:13:06+00:00,"@jasonlk Was totally expecting that to go... 

""It's only Product Led Growth if it's from the Croissance Tirée par… https://t.co/UVlwfknSkY",1
Des Traynor,2021-09-13 19:58:14+00:00,@M_OToole Portuguese people too,0
Des Traynor,2021-09-13 18:03:59+00:00,@yashkaf Same energy https://t.co/vmuntJK3Qs,0
Des Traynor,2021-09-13 15:56:43+00:00,@emvutweets Congrats!!,0
Des Traynor,2021-09-13 13:44:16+00:00,💚🇮🇪☘️ https://t.co/yW4NuGn64N,1
Des Traynor,2021-09-12 17:40:45+00:00,@jaltma 40s - sweet that’ll heal in ~3 months with a physical therapist,0
Des Traynor,2021-09-11 20:26:06+00:00,"@PadraigOBrien @eoghan @serifritsch It came across well, I am happy you think of the company by thinking of it’s pe… https://t.co/Na2Ttyi1J8",0
Des Traynor,2021-09-11 19:13:15+00:00,"@balajis That’s nothing. You could build…a bus lane along Van Ness in just…19,500 times that.",0
Des Traynor,2021-09-11 19:08:47+00:00,"@PadraigOBrien @eoghan @serifritsch Awesome! FWIW I think of our people too. 

https://t.co/5k0Ts6uyMx",0
Des Traynor,2021-09-10 22:01:54+00:00,@realBobbyHealy Intercom runs on @3fe/@coffeeangel  (as do I),0
Des Traynor,2021-09-10 20:23:24+00:00,"@mark_cummins Something like that, I’ll keep you posted, I’ll need to research a bit",0
Des Traynor,2021-09-10 19:23:42+00:00,"@kayvz Phenomenal progress, congrats to the whole team. Long TWTR.",0
Des Traynor,2021-09-10 19:18:53+00:00,@maccaw @reflectnotes Yesss!,0
Des Traynor,2021-09-10 17:13:26+00:00,"@mark_cummins Yep, all makes sense. I’m trying to work out how to take a (long) position that supports my belief he… https://t.co/zJdHQFJCQC",0
Des Traynor,2021-09-10 13:40:18+00:00,@EamonLeonard @boundless_HQ Congrats on all you achieved there. Enjoy the break!,0
Des Traynor,2021-09-10 11:04:15+00:00,@mark_cummins Curious where/when would you place your bets if you accepted this full extrapolation?,0
Des Traynor,2021-09-08 15:44:31+00:00,@saranormous 💯 some products are too small in scope to be worth adopting.,0
Des Traynor,2021-09-08 15:42:40+00:00,@0zne @vortex_ape This is the way,0
Des Traynor,2021-09-07 20:49:06+00:00,"@AndrewOmobamid1 you were incredible against Serbia this evening, really excited to watch you over the next decade. 💚☘️",0
Des Traynor,2021-09-06 21:39:47+00:00,@david_perell This visual comes to mind :) https://t.co/e2CXedTKob,0
Tina Roth Eisenberg,2021-10-07 19:38:44+00:00,@parkhere https://t.co/7pH5NEa97s,0
Tina Roth Eisenberg,2021-10-07 19:12:08+00:00,"Whoa! Grace, aka @designsponge did it again! What a force: https://t.co/A6ju9ITM7c",1
Tina Roth Eisenberg,2021-10-07 13:22:45+00:00,"@TEDchris The force of good that is @LIVELOVEBEIRUT, started by the wonderful @cyoumna: https://t.co/YOs78Voa48",1
Tina Roth Eisenberg,2021-10-07 13:19:25+00:00,@TEDchris The radical generosity network of women supporting women that  @sheeo_world has built. Nothing short of wildly impressive!,0
Tina Roth Eisenberg,2021-10-07 13:17:26+00:00,I am here for the responses rolling in on this thread: https://t.co/a7m5tVT342,0
Tina Roth Eisenberg,2021-10-07 13:15:34+00:00,"@TEDchris Whispers: @creativemorning is a massive engine of generosity, fueled by 1500 volunteers around the world,… https://t.co/zZkKzYsJhZ",0
Tina Roth Eisenberg,2021-10-07 10:19:03+00:00,Words are cool. https://t.co/INALwLaSIt,0
Tina Roth Eisenberg,2021-10-07 10:18:21+00:00,"@carolynz Bump
&amp;
Nonchalant",0
Tina Roth Eisenberg,2021-10-07 10:15:07+00:00,@TheDOLectures https://t.co/iGnPScJPHj,0
Tina Roth Eisenberg,2021-10-07 10:14:20+00:00,This is my spiritual coming out talk from a few years back. Never been more nervous. Grateful it happened. Thank yo… https://t.co/8MxFDSMbmf,1
Tina Roth Eisenberg,2021-10-06 17:11:12+00:00,@jessicahische !!!!!,0
Tina Roth Eisenberg,2021-10-05 09:16:31+00:00,“No pressure to post” are the magical words! https://t.co/BuLM7RlGCJ,0
Tina Roth Eisenberg,2021-10-05 09:13:01+00:00,My parents had this portrait drawn of me when I was four. I cherish it so much now that I am an adult and mother my… https://t.co/le9OK7cfNz,1
Tina Roth Eisenberg,2021-10-05 00:35:14+00:00,Really loving the responses to this question. https://t.co/nd4Jfa8WhR,0
Tina Roth Eisenberg,2021-10-04 20:32:55+00:00,@skaw OMG!,0
Tina Roth Eisenberg,2021-10-04 17:35:48+00:00,Clever! 😂 https://t.co/X5GSH7POBD,5
Tina Roth Eisenberg,2021-10-04 12:24:09+00:00,"“Joy does not simply happen to us. We have to choose joy and keep choosing it every day.”
- Henri J.M. Nouwen",9
Tina Roth Eisenberg,2021-10-04 12:22:26+00:00,"This reflection by @TaraBrach is powerful. Set me up for the day, maybe it might help some of you too. https://t.co/tnQHSNm1FY",0
Tina Roth Eisenberg,2021-10-03 21:59:16+00:00,@AndrewBohrer Nooooooooo! 😩,0
Tina Roth Eisenberg,2021-10-03 20:50:12+00:00,@davidhieatt Wish I could have been there.,0
Tina Roth Eisenberg,2021-10-03 20:04:34+00:00,@marcelzwiers 👀,0
Tina Roth Eisenberg,2021-10-02 15:52:47+00:00,Total boss. The end. https://t.co/jeKMKYQsjg,1
Tina Roth Eisenberg,2021-10-02 15:50:06+00:00,I mean! https://t.co/nRQWKY64uD,0
Tina Roth Eisenberg,2021-10-02 15:49:36+00:00,Dug through some old family photos. My mom was a total style icon. https://t.co/IeGX0FSMzN,0
Tina Roth Eisenberg,2021-10-01 08:13:31+00:00,@AndyDidorosi Excited to see this come to life. Please over share!,0
Tina Roth Eisenberg,2021-09-30 12:04:09+00:00,@heif @caspertk Wow!,0
Tina Roth Eisenberg,2021-09-30 11:11:51+00:00,“There’s something just as inevitable as death. And that’s life. Think of the power of the universe… turning the Ea… https://t.co/C1ZNIcG1Nk,13
Tina Roth Eisenberg,2021-09-29 15:38:59+00:00,@obreidenbach Danke Oliver!,0
Tina Roth Eisenberg,2021-09-29 14:22:06+00:00,"I lost my dad yesterday. 

I am lucky to have made it back to Switzerland in time to say goodbye and be with him wh… https://t.co/Ir7NwR2Fr3",4
Tina Roth Eisenberg,2021-09-27 12:57:27+00:00,@jessicahische Been there. You got this. You’re stronger than you think.,0
Tina Roth Eisenberg,2021-09-27 00:51:55+00:00,+1 https://t.co/lxdlL4YEx7,0
Tina Roth Eisenberg,2021-09-26 20:46:40+00:00,This @ZARA catalog photo is a winner: https://t.co/dvwaTetkn8,0
Tina Roth Eisenberg,2021-09-26 13:21:00+00:00,"It's been a hectic few weeks, but I am back. I have links for you: https://t.co/cj3cBzKKBF",0
Tina Roth Eisenberg,2021-09-25 23:47:13+00:00,@MarioKstgr Same. At least he wore funky pants.,0
Tina Roth Eisenberg,2021-09-25 23:43:24+00:00,@gray “Vibed themselves into a corner” 😂,0
Tina Roth Eisenberg,2021-09-25 23:37:25+00:00,"Finally caught up with Ted Lasso. 

I have been loving Season 1 and raved to everyone about it who would listen.… https://t.co/dO6SOoadLm",0
Tina Roth Eisenberg,2021-09-25 17:14:23+00:00,Until then I shall do this: https://t.co/k8IWSxmGAi,0
Tina Roth Eisenberg,2021-09-25 17:12:50+00:00,Product people: Please design a universal and sturdy razor cover that doesn’t slip off. I’ll gift it to all my frie… https://t.co/b4fxaxIYUV,0
Tina Roth Eisenberg,2021-09-24 10:20:52+00:00,@alisonrand My dear friend Patricia Garcia Gomez. She is a master at crafting brand language. She writes for… https://t.co/jdV7A66GsY,0
Tina Roth Eisenberg,2021-09-23 23:38:25+00:00,RT @KaiBrach: Love the ‘thank you’ baaa at the end ❤️,5
Tina Roth Eisenberg,2021-09-23 20:32:55+00:00,@jessicahische https://t.co/C9N5SiMWl6,0
Tina Roth Eisenberg,2021-09-23 20:17:33+00:00,@KellySutton @GustoHQ Psst… post on the @creativemorning job board? We will share far and wide.,0
Tina Roth Eisenberg,2021-09-23 18:58:26+00:00,@_Behrouz @NewYork_CM Thank you Behrouz!,0
Tina Roth Eisenberg,2021-09-23 18:23:13+00:00,Our photogrpaher for tomorrow’s @NewYork_CM IRL reunion fell through. Anyone up for documenting a communal walk thr… https://t.co/KHY2F0D35f,2
Tina Roth Eisenberg,2021-09-23 17:57:14+00:00,@AlisonTCG Click the link?,0
Tina Roth Eisenberg,2021-09-22 20:10:31+00:00,@darinka_design https://t.co/q2rbucXM2G,0
Tina Roth Eisenberg,2021-09-22 20:09:15+00:00,@steph_haworth Thank you Stephanie!,0
Tina Roth Eisenberg,2021-09-22 20:09:01+00:00,@ashiashay Thanks for the glimmer of hope!,0
Tina Roth Eisenberg,2021-09-22 12:56:42+00:00,"@BaldCondensed Actually, they do.",0
Tina Roth Eisenberg,2021-09-22 12:46:41+00:00,"By the time I make it to the office I have been up for 4.5h and feel like I already lived a full day. 

Post pandem… https://t.co/0HbrdQc1UG",1
Tina Roth Eisenberg,2021-09-21 23:43:53+00:00,Acorn vase? YES PLEASE! https://t.co/dPicd9B5Cq https://t.co/KzkiKnIx3e,0
Tina Roth Eisenberg,2021-09-21 18:36:22+00:00,https://t.co/lhiWR03nZv,1
Tina Roth Eisenberg,2021-09-21 10:54:21+00:00,@mathowie That’s dedication.,0
Tina Roth Eisenberg,2021-09-21 10:53:26+00:00,What!? Wow! https://t.co/pEoahBlE4N,6
Tina Roth Eisenberg,2021-09-21 10:50:53+00:00,This thread made me smile. https://t.co/GpsHkiOaV9,0
Tina Roth Eisenberg,2021-09-20 19:40:19+00:00,@davedawson What a lucky little one! I am so happy for you all! ❤️,0
Tina Roth Eisenberg,2021-09-20 15:59:04+00:00,I am glad this found me today.  https://t.co/HxLbLPGXhx,0
Tina Roth Eisenberg,2021-09-20 02:12:12+00:00,!!! https://t.co/d1g8hh9i8P,0
Tina Roth Eisenberg,2021-09-18 14:58:10+00:00,Wow! Super helpful! Just enabled this for my close (and Switzerland based) family members. https://t.co/aKDGAodq4t,1
Tina Roth Eisenberg,2021-09-18 14:51:57+00:00,@olimpiazagnoli I love this so much!,0
Khoi Vinh,2021-09-22 02:24:29+00:00,Looks fascinating. https://t.co/VmvEJuiIw0,0
Khoi Vinh,2021-08-22 17:10:24+00:00,“The design is not just what it looks like and feels like. The design is how it works.” https://t.co/0EzQ10Ghb6,3
Khoi Vinh,2021-08-04 14:51:21+00:00,I just took this survey about broadband service that @ConsumerReports and @TheVerge are doing.  #BroadbandTogether https://t.co/i0EN3yVKtU,0
Khoi Vinh,2021-07-02 14:51:16+00:00,@RubenBolling My sides hurt after reading this.,0
Khoi Vinh,2021-06-25 13:36:30+00:00,@damenleeturks Actually not out of the question! Adobe is evolving our remote policy post-pandemic.,0
Khoi Vinh,2021-06-25 13:35:05+00:00,RT @mgiraldo: .@khoi packaging episode reminded me of how much I loved video game packaging. kept many “boxes” https://t.co/sChlMSS1md,2
Khoi Vinh,2021-06-23 16:48:02+00:00,"This is an awesome job opportunity: Adobe is looking for a designer to work on our Libraries service, which is at t… https://t.co/B41GFwSQUo",6
Khoi Vinh,2021-06-22 16:45:40+00:00,RT @stewf: The latest episode of Wireframe is a fun half-hour entry point to the “return of type with personality”: https://t.co/uFG5xXBNYn…,6
Khoi Vinh,2021-06-20 10:36:15+00:00,“Click to see less” is a very confusing concept. https://t.co/udS94LBpVr,3
Khoi Vinh,2021-06-19 00:13:01+00:00,@soosixty @jdallcaps @DesignUpConf Hi @soosixty !,0
Khoi Vinh,2021-06-16 18:42:01+00:00,This is a great idea. https://t.co/eUTtzbt7ti,0
Khoi Vinh,2021-06-16 15:52:01+00:00,This is very revealing. https://t.co/OoXlK1PlOl,2
Khoi Vinh,2021-06-11 18:42:01+00:00,Stacks in @AdobeXD are genuinely terrific. https://t.co/o7d80oESzC,1
Khoi Vinh,2021-06-05 15:18:01+00:00,Just came across this bang on review of “Nomadland” that I couldn’t agree with more. https://t.co/Lpww2P1SCZ,2
Khoi Vinh,2021-06-02 18:42:01+00:00,This is a great overview made by an @AdobeXD user and it's really well done. Nice work @eugenione! https://t.co/NPgKM6pt55,10
Khoi Vinh,2021-05-28 20:58:30+00:00,This is beautiful and really well done! https://t.co/D4Yhm6EimQ,1
Khoi Vinh,2021-05-28 18:36:21+00:00,"RT @Lumi: In 2020, 1 out of every 5 retail dollars was spent shopping online. @kepano joined @khoi on this episode of WireFrame to break do…",3
Khoi Vinh,2021-05-26 00:03:51+00:00,This is devastating. https://t.co/nCNsxQcTw7,8
Khoi Vinh,2021-05-25 20:16:01+00:00,"Our third episode of Wireframe season 4 looks at design's role in the fight for racial justice, including powerful… https://t.co/PI6sD4Zmsl",2
Khoi Vinh,2021-05-14 18:42:00+00:00,"Hot dog, I'm so excited for this, now streaming on @criterionchannl . https://t.co/soGgvpSs6A",1
Khoi Vinh,2021-05-14 13:06:03+00:00,@gray Adorbs,0
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Ryan Carson (he/him),2021-09-19 17:57:12+00:00,@NataliePropy Hi there - I’d love to chat to you about an idea I have around tokenzation of large real estate portf… https://t.co/i8H5HPTqKv,0
Ryan Carson (he/him),2021-09-10 18:26:29+00:00,Yes! https://t.co/tAlnEFiNhg,1
